"Town","FIPS","Year","Family Type","Parent Employment Status","Measure Type","Variable","Value"
"East Lyme","0901123400","2012-2016","Living with Two Parents","All","Percent","Margins of Error",0.08
"East Lyme","0901123400","2012-2016","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.01
"East Lyme","0901123400","2012-2016","Living with One Parent","All","Percent","Non-Working Parents",26.41
"East Lyme","0901123400","2012-2016","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",1.75
"East Lyme","0901123400","2012-2016","Living with Two Parents","All","Percent","Non-Working Parents",73.59
"East Lyme","0901123400","2012-2016","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0.66
"East Lyme","0901123400","2013-2017","All","All","Number","Margins of Error",202
"East Lyme","0901123400","2013-2017","Living with One Parent","All","Number","Margins of Error",257.12
"East Lyme","0901123400","2013-2017","Living with One Parent","Not in Work Force","Number","Margins of Error",53.55
"East Lyme","0901123400","2013-2017","Living with Two Parents","All","Number","Margins of Error",269.83
"East Lyme","0901123400","2013-2017","Living with Two Parents","Not in Work Force","Number","Margins of Error",42.49
"East Lyme","0901123400","2013-2017","All","All","Number","Non-Working Parents",3199
"East Lyme","0901123400","2013-2017","Living with One Parent","All","Number","Non-Working Parents",985
"East Lyme","0901123400","2013-2017","Living with One Parent","Not in Work Force","Number","Non-Working Parents",68
"East Lyme","0901123400","2013-2017","Living with Two Parents","All","Number","Non-Working Parents",2214
"East Lyme","0901123400","2013-2017","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",22
"East Lyme","0901123400","2013-2017","Living with One Parent","All","Percent","Margins of Error",0.08
"East Lyme","0901123400","2013-2017","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.02
"East Lyme","0901123400","2013-2017","Living with Two Parents","All","Percent","Margins of Error",0.07
"East Lyme","0901123400","2013-2017","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.01
"East Lyme","0901123400","2013-2017","Living with One Parent","All","Percent","Non-Working Parents",30.79
"East Lyme","0901123400","2013-2017","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",2.13
"East Lyme","0901123400","2013-2017","Living with Two Parents","All","Percent","Non-Working Parents",69.21
"East Lyme","0901123400","2013-2017","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0.69
"East Lyme","0901123400","2014-2018","All","All","Number","Margins of Error",205
"East Lyme","0901123400","2014-2018","Living with One Parent","All","Number","Margins of Error",176.88
"East Lyme","0901123400","2014-2018","Living with One Parent","Not in Work Force","Number","Margins of Error",82.24
"East Lyme","0901123400","2014-2018","Living with Two Parents","All","Number","Margins of Error",239.71
"East Lyme","0901123400","2014-2018","Living with Two Parents","Not in Work Force","Number","Margins of Error",31.4
"East Lyme","0901123400","2014-2018","All","All","Number","Non-Working Parents",3032
"East Lyme","0901123400","2014-2018","Living with One Parent","All","Number","Non-Working Parents",879
"East Lyme","0901123400","2014-2018","Living with One Parent","Not in Work Force","Number","Non-Working Parents",124
"East Lyme","0901123400","2014-2018","Living with Two Parents","All","Number","Non-Working Parents",2153
"East Lyme","0901123400","2014-2018","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",13
"East Lyme","0901123400","2014-2018","Living with One Parent","All","Percent","Margins of Error",0.05
"East Lyme","0901123400","2014-2018","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.03
"East Lyme","0901123400","2014-2018","Living with Two Parents","All","Percent","Margins of Error",0.06
"East Lyme","0901123400","2014-2018","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.01
"East Lyme","0901123400","2014-2018","Living with One Parent","All","Percent","Non-Working Parents",28.99
"East Lyme","0901123400","2014-2018","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",4.09
"East Lyme","0901123400","2014-2018","Living with Two Parents","All","Percent","Non-Working Parents",71.01
"East Lyme","0901123400","2014-2018","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0.43
"East Lyme","0901123400","2015-2019","All","All","Number","Margins of Error",220
"East Lyme","0901123400","2015-2019","Living with One Parent","All","Number","Margins of Error",206.31
"East Lyme","0901123400","2015-2019","Living with One Parent","Not in Work Force","Number","Margins of Error",88.15
"East Lyme","0901123400","2015-2019","Living with Two Parents","All","Number","Margins of Error",263.22
"East Lyme","0901123400","2015-2019","Living with Two Parents","Not in Work Force","Number","Margins of Error",34.67
"East Lyme","0901123400","2015-2019","All","All","Number","Non-Working Parents",3024
"East Lyme","0901123400","2015-2019","Living with One Parent","All","Number","Non-Working Parents",888
"East Lyme","0901123400","2015-2019","Living with One Parent","Not in Work Force","Number","Non-Working Parents",128
"East Lyme","0901123400","2015-2019","Living with Two Parents","All","Number","Non-Working Parents",2136
"East Lyme","0901123400","2015-2019","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",15
"East Lyme","0901123400","2015-2019","Living with One Parent","All","Percent","Margins of Error",0.06
"East Lyme","0901123400","2015-2019","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.03
"East Lyme","0901123400","2015-2019","Living with Two Parents","All","Percent","Margins of Error",0.07
"East Lyme","0901123400","2015-2019","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.01
"East Lyme","0901123400","2015-2019","Living with One Parent","All","Percent","Non-Working Parents",29.37
"East Lyme","0901123400","2015-2019","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",4.23
"East Lyme","0901123400","2015-2019","Living with Two Parents","All","Percent","Non-Working Parents",70.63
"East Lyme","0901123400","2015-2019","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0.5
"East Windsor","0900324800","2006-2010","All","All","Number","Margins of Error",256
"East Windsor","0900324800","2006-2010","Living with One Parent","All","Number","Margins of Error",266.72
"East Windsor","0900324800","2006-2010","Living with One Parent","Not in Work Force","Number","Margins of Error",221.6
"East Windsor","0900324800","2006-2010","Living with Two Parents","All","Number","Margins of Error",272.96
"East Windsor","0900324800","2006-2010","Living with Two Parents","Not in Work Force","Number","Margins of Error",173.95
"East Windsor","0900324800","2006-2010","All","All","Number","Non-Working Parents",2367
"East Windsor","0900324800","2006-2010","Living with One Parent","All","Number","Non-Working Parents",723
"East Windsor","0900324800","2006-2010","Living with One Parent","Not in Work Force","Number","Non-Working Parents",39
"East Windsor","0900324800","2006-2010","Living with Two Parents","All","Number","Non-Working Parents",1644
"East Windsor","0900324800","2006-2010","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",0
"East Windsor","0900324800","2006-2010","Living with One Parent","All","Percent","Margins of Error",0.11
"East Windsor","0900324800","2006-2010","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.09
"East Windsor","0900324800","2006-2010","Living with Two Parents","All","Percent","Margins of Error",0.09
"East Windsor","0900324800","2006-2010","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.07
"East Windsor","0900324800","2006-2010","Living with One Parent","All","Percent","Non-Working Parents",30.54
"East Windsor","0900324800","2006-2010","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",1.65
"East Windsor","0900324800","2006-2010","Living with Two Parents","All","Percent","Non-Working Parents",69.46
"East Windsor","0900324800","2006-2010","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0
"East Windsor","0900324800","2007-2011","All","All","Number","Margins of Error",225
"East Windsor","0900324800","2007-2011","Living with One Parent","All","Number","Margins of Error",237.54
"East Windsor","0900324800","2007-2011","Living with One Parent","Not in Work Force","Number","Margins of Error",166.71
"East Windsor","0900324800","2007-2011","Living with Two Parents","All","Number","Margins of Error",249.23
"East Windsor","0900324800","2007-2011","Living with Two Parents","Not in Work Force","Number","Margins of Error",130.11
"East Windsor","0900324800","2007-2011","All","All","Number","Non-Working Parents",2393
"East Windsor","0900324800","2007-2011","Living with One Parent","All","Number","Non-Working Parents",605
"East Windsor","0900324800","2007-2011","Living with One Parent","Not in Work Force","Number","Non-Working Parents",32
"East Windsor","0900324800","2007-2011","Living with Two Parents","All","Number","Non-Working Parents",1788
"East Windsor","0900324800","2007-2011","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",0
"East Windsor","0900324800","2007-2011","Living with One Parent","All","Percent","Margins of Error",0.1
"East Windsor","0900324800","2007-2011","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.07
"East Windsor","0900324800","2007-2011","Living with Two Parents","All","Percent","Margins of Error",0.08
"East Windsor","0900324800","2007-2011","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.05
"East Windsor","0900324800","2007-2011","Living with One Parent","All","Percent","Non-Working Parents",25.28
"East Windsor","0900324800","2007-2011","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",1.34
"East Windsor","0900324800","2007-2011","Living with Two Parents","All","Percent","Non-Working Parents",74.72
"East Windsor","0900324800","2007-2011","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0
"East Windsor","0900324800","2008-2012","All","All","Number","Margins of Error",300
"East Windsor","0900324800","2008-2012","Living with One Parent","All","Number","Margins of Error",316.89
"East Windsor","0900324800","2008-2012","Living with One Parent","Not in Work Force","Number","Margins of Error",67.56
"East Windsor","0900324800","2008-2012","Living with Two Parents","All","Number","Margins of Error",263.84
"East Windsor","0900324800","2008-2012","Living with Two Parents","Not in Work Force","Number","Margins of Error",26.87
"East Windsor","0900324800","2008-2012","All","All","Number","Non-Working Parents",2413
"East Windsor","0900324800","2008-2012","Living with One Parent","All","Number","Non-Working Parents",759
"East Windsor","0900324800","2008-2012","Living with One Parent","Not in Work Force","Number","Non-Working Parents",36
"East Windsor","0900324800","2008-2012","Living with Two Parents","All","Number","Non-Working Parents",1654
"East Windsor","0900324800","2008-2012","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",0
"East Windsor","0900324800","2008-2012","Living with One Parent","All","Percent","Margins of Error",0.13
"East Windsor","0900324800","2008-2012","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.03
"East Windsor","0900324800","2008-2012","Living with Two Parents","All","Percent","Margins of Error",0.07
"East Windsor","0900324800","2008-2012","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.01
"East Windsor","0900324800","2008-2012","Living with One Parent","All","Percent","Non-Working Parents",31.45
"East Windsor","0900324800","2008-2012","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",1.49
"East Windsor","0900324800","2008-2012","Living with Two Parents","All","Percent","Non-Working Parents",68.55
"East Windsor","0900324800","2008-2012","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0
"East Windsor","0900324800","2009-2013","All","All","Number","Margins of Error",373
"East Windsor","0900324800","2009-2013","Living with One Parent","All","Number","Margins of Error",295.39
"East Windsor","0900324800","2009-2013","Living with One Parent","Not in Work Force","Number","Margins of Error",71.08
"East Windsor","0900324800","2009-2013","Living with Two Parents","All","Number","Margins of Error",248.16
"East Windsor","0900324800","2009-2013","Living with Two Parents","Not in Work Force","Number","Margins of Error",26.87
"East Windsor","0900324800","2009-2013","All","All","Number","Non-Working Parents",2246
"East Windsor","0900324800","2009-2013","Living with One Parent","All","Number","Non-Working Parents",649
"East Windsor","0900324800","2009-2013","Living with One Parent","Not in Work Force","Number","Non-Working Parents",39
"East Windsor","0900324800","2009-2013","Living with Two Parents","All","Number","Non-Working Parents",1597
"East Windsor","0900324800","2009-2013","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",0
"East Windsor","0900324800","2009-2013","Living with One Parent","All","Percent","Margins of Error",0.12
"East Windsor","0900324800","2009-2013","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.03
"East Windsor","0900324800","2009-2013","Living with Two Parents","All","Percent","Margins of Error",0.16
"East Windsor","0900324800","2009-2013","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.01
"East Windsor","0900324800","2009-2013","Living with One Parent","All","Percent","Non-Working Parents",28.9
"East Windsor","0900324800","2009-2013","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",1.74
"East Windsor","0900324800","2009-2013","Living with Two Parents","All","Percent","Non-Working Parents",71.1
"East Windsor","0900324800","2009-2013","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0
"East Windsor","0900324800","2010-2014","All","All","Number","Margins of Error",446
"East Windsor","0900324800","2010-2014","Living with One Parent","All","Number","Margins of Error",419.7
"East Windsor","0900324800","2010-2014","Living with One Parent","Not in Work Force","Number","Margins of Error",38
"East Windsor","0900324800","2010-2014","Living with Two Parents","All","Number","Margins of Error",228.56
"East Windsor","0900324800","2010-2014","Living with Two Parents","Not in Work Force","Number","Margins of Error",26.87
"East Windsor","0900324800","2010-2014","All","All","Number","Non-Working Parents",2290
"East Windsor","0900324800","2010-2014","Living with One Parent","All","Number","Non-Working Parents",882
"East Windsor","0900324800","2010-2014","Living with One Parent","Not in Work Force","Number","Non-Working Parents",0
"East Windsor","0900324800","2010-2014","Living with Two Parents","All","Number","Non-Working Parents",1408
"East Windsor","0900324800","2010-2014","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",0
"East Windsor","0900324800","2010-2014","Living with One Parent","All","Percent","Margins of Error",0.17
"East Windsor","0900324800","2010-2014","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.02
"East Windsor","0900324800","2010-2014","Living with Two Parents","All","Percent","Margins of Error",0.16
"East Windsor","0900324800","2010-2014","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.01
"East Windsor","0900324800","2010-2014","Living with One Parent","All","Percent","Non-Working Parents",38.52
"East Windsor","0900324800","2010-2014","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",0
"East Windsor","0900324800","2010-2014","Living with Two Parents","All","Percent","Non-Working Parents",61.48
"East Windsor","0900324800","2010-2014","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0
"East Windsor","0900324800","2011-2015","All","All","Number","Margins of Error",463
"East Windsor","0900324800","2011-2015","Living with One Parent","All","Number","Margins of Error",389.97
"East Windsor","0900324800","2011-2015","Living with One Parent","Not in Work Force","Number","Margins of Error",38
"East Windsor","0900324800","2011-2015","Living with Two Parents","All","Number","Margins of Error",266.18
"East Windsor","0900324800","2011-2015","Living with Two Parents","Not in Work Force","Number","Margins of Error",26.87
"East Windsor","0900324800","2011-2015","All","All","Number","Non-Working Parents",2280
"East Windsor","0900324800","2011-2015","Living with One Parent","All","Number","Non-Working Parents",913
"East Windsor","0900324800","2011-2015","Living with One Parent","Not in Work Force","Number","Non-Working Parents",0
"East Windsor","0900324800","2011-2015","Living with Two Parents","All","Number","Non-Working Parents",1367
"East Windsor","0900324800","2011-2015","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",0
"East Windsor","0900324800","2011-2015","Living with One Parent","All","Percent","Margins of Error",0.15
"East Windsor","0900324800","2011-2015","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.02
"East Windsor","0900324800","2011-2015","Living with Two Parents","All","Percent","Margins of Error",0.17
"East Windsor","0900324800","2011-2015","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.01
"East Windsor","0900324800","2011-2015","Living with One Parent","All","Percent","Non-Working Parents",40.04
"East Windsor","0900324800","2011-2015","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",0
"East Windsor","0900324800","2011-2015","Living with Two Parents","All","Percent","Non-Working Parents",59.96
"East Windsor","0900324800","2011-2015","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0
"East Windsor","0900324800","2012-2016","All","All","Number","Margins of Error",467
"East Windsor","0900324800","2012-2016","Living with One Parent","All","Number","Margins of Error",404.04
"East Windsor","0900324800","2012-2016","Living with One Parent","Not in Work Force","Number","Margins of Error",38
"East Windsor","0900324800","2012-2016","Living with Two Parents","All","Number","Margins of Error",274.57
"East Windsor","0900324800","2012-2016","Living with Two Parents","Not in Work Force","Number","Margins of Error",26.87
"East Windsor","0900324800","2012-2016","All","All","Number","Non-Working Parents",2004
"East Windsor","0900324800","2012-2016","Living with One Parent","All","Number","Non-Working Parents",899
"East Windsor","0900324800","2012-2016","Living with One Parent","Not in Work Force","Number","Non-Working Parents",0
"East Windsor","0900324800","2012-2016","Living with Two Parents","All","Number","Non-Working Parents",1105
"East Windsor","0900324800","2012-2016","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",0
"East Windsor","0900324800","2012-2016","Living with One Parent","All","Percent","Margins of Error",0.17
"East Windsor","0900324800","2012-2016","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.02
"East Windsor","0900324800","2012-2016","Living with Two Parents","All","Percent","Margins of Error",0.05
"East Windsor","0900324800","2012-2016","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.01
"East Windsor","0900324800","2012-2016","Living with One Parent","All","Percent","Non-Working Parents",44.86
"East Windsor","0900324800","2012-2016","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",0
"East Windsor","0900324800","2012-2016","Living with Two Parents","All","Percent","Non-Working Parents",55.14
"East Windsor","0900324800","2012-2016","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0
"East Windsor","0900324800","2013-2017","All","All","Number","Margins of Error",350
"East Windsor","0900324800","2013-2017","Living with One Parent","All","Number","Margins of Error",361.88
"East Windsor","0900324800","2013-2017","Living with One Parent","Not in Work Force","Number","Margins of Error",38
"East Windsor","0900324800","2013-2017","Living with Two Parents","All","Number","Margins of Error",253.65
"East Windsor","0900324800","2013-2017","Living with Two Parents","Not in Work Force","Number","Margins of Error",26.87
"East Windsor","0900324800","2013-2017","All","All","Number","Non-Working Parents",2036
"East Windsor","0900324800","2013-2017","Living with One Parent","All","Number","Non-Working Parents",828
"East Windsor","0900324800","2013-2017","Living with One Parent","Not in Work Force","Number","Non-Working Parents",0
"East Windsor","0900324800","2013-2017","Living with Two Parents","All","Number","Non-Working Parents",1208
"East Windsor","0900324800","2013-2017","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",0
"East Windsor","0900324800","2013-2017","Living with One Parent","All","Percent","Margins of Error",0.16
"East Windsor","0900324800","2013-2017","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.02
"East Windsor","0900324800","2013-2017","Living with Two Parents","All","Percent","Margins of Error",0.07
"East Windsor","0900324800","2013-2017","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.01
"East Windsor","0900324800","2013-2017","Living with One Parent","All","Percent","Non-Working Parents",40.67
"East Windsor","0900324800","2013-2017","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",0
"East Windsor","0900324800","2013-2017","Living with Two Parents","All","Percent","Non-Working Parents",59.33
"East Windsor","0900324800","2013-2017","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0
"East Windsor","0900324800","2014-2018","All","All","Number","Margins of Error",335
"East Windsor","0900324800","2014-2018","Living with One Parent","All","Number","Margins of Error",302.35
"East Windsor","0900324800","2014-2018","Living with One Parent","Not in Work Force","Number","Margins of Error",38
"East Windsor","0900324800","2014-2018","Living with Two Parents","All","Number","Margins of Error",322.06
"East Windsor","0900324800","2014-2018","Living with Two Parents","Not in Work Force","Number","Margins of Error",26.87
"East Windsor","0900324800","2014-2018","All","All","Number","Non-Working Parents",2094
"East Windsor","0900324800","2014-2018","Living with One Parent","All","Number","Non-Working Parents",754
"East Windsor","0900324800","2014-2018","Living with One Parent","Not in Work Force","Number","Non-Working Parents",0
"East Windsor","0900324800","2014-2018","Living with Two Parents","All","Number","Non-Working Parents",1340
"East Windsor","0900324800","2014-2018","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",0
"East Windsor","0900324800","2014-2018","Living with One Parent","All","Percent","Margins of Error",0.13
"East Windsor","0900324800","2014-2018","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.02
"East Windsor","0900324800","2014-2018","Living with Two Parents","All","Percent","Margins of Error",0.11
"East Windsor","0900324800","2014-2018","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.01
"East Windsor","0900324800","2014-2018","Living with One Parent","All","Percent","Non-Working Parents",36.01
"East Windsor","0900324800","2014-2018","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",0
"East Windsor","0900324800","2014-2018","Living with Two Parents","All","Percent","Non-Working Parents",63.99
"East Windsor","0900324800","2014-2018","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0
"East Windsor","0900324800","2015-2019","All","All","Number","Margins of Error",365
"East Windsor","0900324800","2015-2019","Living with One Parent","All","Number","Margins of Error",263.23
"East Windsor","0900324800","2015-2019","Living with One Parent","Not in Work Force","Number","Margins of Error",38
"East Windsor","0900324800","2015-2019","Living with Two Parents","All","Number","Margins of Error",401.97
"East Windsor","0900324800","2015-2019","Living with Two Parents","Not in Work Force","Number","Margins of Error",26.87
"East Windsor","0900324800","2015-2019","All","All","Number","Non-Working Parents",1927
"East Windsor","0900324800","2015-2019","Living with One Parent","All","Number","Non-Working Parents",525
"East Windsor","0900324800","2015-2019","Living with One Parent","Not in Work Force","Number","Non-Working Parents",0
"East Windsor","0900324800","2015-2019","Living with Two Parents","All","Number","Non-Working Parents",1402
"East Windsor","0900324800","2015-2019","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",0
"East Windsor","0900324800","2015-2019","Living with One Parent","All","Percent","Margins of Error",0.13
"East Windsor","0900324800","2015-2019","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.02
"East Windsor","0900324800","2015-2019","Living with Two Parents","All","Percent","Margins of Error",0.16
"East Windsor","0900324800","2015-2019","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.01
"East Windsor","0900324800","2015-2019","Living with One Parent","All","Percent","Non-Working Parents",27.24
"East Windsor","0900324800","2015-2019","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",0
"East Windsor","0900324800","2015-2019","Living with Two Parents","All","Percent","Non-Working Parents",72.76
"East Windsor","0900324800","2015-2019","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0
"Eastford","0901521860","2006-2010","All","All","Number","Margins of Error",67
"Eastford","0901521860","2006-2010","Living with One Parent","All","Number","Margins of Error",43.17
"Eastford","0901521860","2006-2010","Living with One Parent","Not in Work Force","Number","Margins of Error",123.46
"Eastford","0901521860","2006-2010","Living with Two Parents","All","Number","Margins of Error",54.08
"Eastford","0901521860","2006-2010","Living with Two Parents","Not in Work Force","Number","Margins of Error",173.95
"Eastford","0901521860","2006-2010","All","All","Number","Non-Working Parents",366
"Eastford","0901521860","2006-2010","Living with One Parent","All","Number","Non-Working Parents",90
"Eastford","0901521860","2006-2010","Living with One Parent","Not in Work Force","Number","Non-Working Parents",13
"Eastford","0901521860","2006-2010","Living with Two Parents","All","Number","Non-Working Parents",276
"Eastford","0901521860","2006-2010","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",0
"Eastford","0901521860","2006-2010","Living with One Parent","All","Percent","Margins of Error",0.11
"Eastford","0901521860","2006-2010","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.34
"Eastford","0901521860","2006-2010","Living with Two Parents","All","Percent","Margins of Error",0.05
"Eastford","0901521860","2006-2010","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.48
"Eastford","0901521860","2006-2010","Living with One Parent","All","Percent","Non-Working Parents",24.59
"Eastford","0901521860","2006-2010","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",3.55
"Eastford","0901521860","2006-2010","Living with Two Parents","All","Percent","Non-Working Parents",75.41
"Eastford","0901521860","2006-2010","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0
"Eastford","0901521860","2007-2011","All","All","Number","Margins of Error",57
"Eastford","0901521860","2007-2011","Living with One Parent","All","Number","Margins of Error",28.46
"Eastford","0901521860","2007-2011","Living with One Parent","Not in Work Force","Number","Margins of Error",92.71
"Eastford","0901521860","2007-2011","Living with Two Parents","All","Number","Margins of Error",52.43
"Eastford","0901521860","2007-2011","Living with Two Parents","Not in Work Force","Number","Margins of Error",130.11
"Eastford","0901521860","2007-2011","All","All","Number","Non-Working Parents",353
"Eastford","0901521860","2007-2011","Living with One Parent","All","Number","Non-Working Parents",48
"Eastford","0901521860","2007-2011","Living with One Parent","Not in Work Force","Number","Non-Working Parents",12
"Eastford","0901521860","2007-2011","Living with Two Parents","All","Number","Non-Working Parents",305
"Eastford","0901521860","2007-2011","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",0
"Eastford","0901521860","2007-2011","Living with One Parent","All","Percent","Margins of Error",0.08
"Eastford","0901521860","2007-2011","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.26
"Eastford","0901521860","2007-2011","Living with Two Parents","All","Percent","Margins of Error",0.05
"Eastford","0901521860","2007-2011","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.37
"Eastford","0901521860","2007-2011","Living with One Parent","All","Percent","Non-Working Parents",13.6
"Eastford","0901521860","2007-2011","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",3.4
"Eastford","0901521860","2007-2011","Living with Two Parents","All","Percent","Non-Working Parents",86.4
"Eastford","0901521860","2007-2011","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0
"Eastford","0901521860","2008-2012","All","All","Number","Margins of Error",59
"Eastford","0901521860","2008-2012","Living with One Parent","All","Number","Margins of Error",27.51
"Eastford","0901521860","2008-2012","Living with One Parent","Not in Work Force","Number","Margins of Error",19.85
"Eastford","0901521860","2008-2012","Living with Two Parents","All","Number","Margins of Error",53.6
"Eastford","0901521860","2008-2012","Living with Two Parents","Not in Work Force","Number","Margins of Error",16.97
"Eastford","0901521860","2008-2012","All","All","Number","Non-Working Parents",363
"Eastford","0901521860","2008-2012","Living with One Parent","All","Number","Non-Working Parents",40
"Eastford","0901521860","2008-2012","Living with One Parent","Not in Work Force","Number","Non-Working Parents",11
"Eastford","0901521860","2008-2012","Living with Two Parents","All","Number","Non-Working Parents",323
"Eastford","0901521860","2008-2012","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",0
"Eastford","0901521860","2008-2012","Living with One Parent","All","Percent","Margins of Error",0.07
"Eastford","0901521860","2008-2012","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.05
"Eastford","0901521860","2008-2012","Living with Two Parents","All","Percent","Margins of Error",0.03
"Eastford","0901521860","2008-2012","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.05
"Eastford","0901521860","2008-2012","Living with One Parent","All","Percent","Non-Working Parents",11.02
"Eastford","0901521860","2008-2012","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",3.03
"Eastford","0901521860","2008-2012","Living with Two Parents","All","Percent","Non-Working Parents",88.98
"Eastford","0901521860","2008-2012","Living with Two Parents","Not in Work Force","Percent","Non-Working Parents",0
"Eastford","0901521860","2009-2013","All","All","Number","Margins of Error",62
"Eastford","0901521860","2009-2013","Living with One Parent","All","Number","Margins of Error",28.64
"Eastford","0901521860","2009-2013","Living with One Parent","Not in Work Force","Number","Margins of Error",21.66
"Eastford","0901521860","2009-2013","Living with Two Parents","All","Number","Margins of Error",51.61
"Eastford","0901521860","2009-2013","Living with Two Parents","Not in Work Force","Number","Margins of Error",17
"Eastford","0901521860","2009-2013","All","All","Number","Non-Working Parents",339
"Eastford","0901521860","2009-2013","Living with One Parent","All","Number","Non-Working Parents",54
"Eastford","0901521860","2009-2013","Living with One Parent","Not in Work Force","Number","Non-Working Parents",15
"Eastford","0901521860","2009-2013","Living with Two Parents","All","Number","Non-Working Parents",285
"Eastford","0901521860","2009-2013","Living with Two Parents","Not in Work Force","Number","Non-Working Parents",20
"Eastford","0901521860","2009-2013","Living with One Parent","All","Percent","Margins of Error",0.08
"Eastford","0901521860","2009-2013","Living with One Parent","Not in Work Force","Percent","Margins of Error",0.06
"Eastford","0901521860","2009-2013","Living with Two Parents","All","Percent","Margins of Error",0.22
"Eastford","0901521860","2009-2013","Living with Two Parents","Not in Work Force","Percent","Margins of Error",0.05
"Eastford","0901521860","2009-2013","Living with One Parent","All","Percent","Non-Working Parents",15.93
"Eastford","0901521860","2009-2013","Living with One Parent","Not in Work Force","Percent","Non-Working Parents",4.42
